id,fiyat,platform,cinsiyet,ülke,yaş
47750,50,android,female,DEU,41
47751,44,android,female,BRA,19
47752,13,ios,female,BRA,57
47753,44,android,female,FRA,64
47754,51,ios,female,ESP,49
47755,44,ios,female,RUS,65
47756,2,ios,male,ESP,30
47757,19,android,female,TUR,18
47758,10,ios,male,ESP,31
47759,17,android,male,TUR,29
47760,47,ios,female,BRA,57
47761,43,ios,male,TUR,38
47762,24,ios,male,IND,59
47763,38,ios,female,ESP,65
47764,28,android,female,USA,36
47765,19,ios,female,FRA,54
47766,36,android,female,GBR,44
47767,2,android,female,BRA,63
47768,47,ios,male,DEU,19
47769,41,ios,female,USA,49
47770,5,android,female,GBR,58
47771,37,ios,male,ESP,29
47772,45,ios,female,BRA,29
47773,37,ios,male,FRA,19
47774,43,android,female,IND,60
47775,48,android,female,USA,21
47776,35,android,female,FRA,43
47777,43,ios,female,BRA,49
47778,43,android,female,IND,20
47779,24,ios,female,ESP,56
47780,11,ios,male,RUS,26
47781,3,ios,female,DEU,53
47782,13,android,male,FRA,39
47783,26,ios,female,IND,19
47784,39,android,male,RUS,54
47785,35,android,female,FRA,23
47786,36,ios,female,IND,42
47787,45,ios,male,JPN,50
47788,6,android,male,RUS,43
47789,3,ios,male,USA,58
47790,3,android,female,BRA,50
47791,22,android,male,USA,19
47792,6,ios,male,JPN,26
47793,9,android,female,DEU,36
47794,32,ios,female,TUR,64
47795,44,ios,female,RUS,39
47796,15,ios,female,BRA,18
47797,44,android,female,FRA,34
47798,30,android,male,TUR,53
47799,37,android,female,TUR,25
47800,24,ios,female,USA,42
47801,22,android,male,RUS,31
47802,19,ios,male,RUS,28
47803,4,ios,male,USA,33
47804,18,ios,female,USA,44
47805,5,ios,female,USA,39
47806,4,android,male,USA,47
47807,48,ios,female,RUS,62
47808,4,android,female,FRA,55
47809,11,ios,female,USA,59
47810,18,ios,male,RUS,25
47811,18,android,male,IND,49
47812,25,ios,female,RUS,55
47813,5,android,male,TUR,34
47814,29,ios,male,BRA,34
47815,4,android,female,FRA,33
47816,31,android,male,GBR,21
47817,51,ios,female,USA,47
47818,43,ios,female,GBR,32
47819,21,ios,male,RUS,41
47820,20,ios,female,JPN,51
47821,31,android,female,ESP,23
47822,16,android,female,FRA,63
47823,19,ios,male,FRA,30
47824,38,android,female,FRA,32
47825,48,ios,female,IND,55
47826,34,ios,female,ESP,38
47827,27,android,female,ESP,34
47828,47,ios,female,DEU,62
47829,37,android,male,TUR,37
47830,36,ios,male,RUS,26
47831,14,ios,male,DEU,53
47832,40,android,female,RUS,37
47833,24,android,male,TUR,40
47834,33,android,male,IND,34
47835,32,android,female,BRA,38
47836,4,android,female,DEU,54
47837,1,android,male,JPN,21
47838,48,ios,male,BRA,28
47839,28,ios,female,RUS,32
47840,42,ios,female,JPN,43
47841,23,android,male,BRA,60
47842,14,android,female,GBR,25
47843,44,ios,female,FRA,60
47844,19,android,male,RUS,44
47845,40,android,male,RUS,53
47846,33,ios,male,GBR,63
47847,27,ios,male,FRA,43
47848,27,ios,female,TUR,57
47849,46,android,female,RUS,31
47850,3,android,male,JPN,34
47851,23,android,male,ESP,26
47852,48,ios,male,BRA,24
47853,46,android,female,GBR,30
47854,45,ios,female,USA,62
47855,11,android,female,USA,26
47856,24,android,male,RUS,41
47857,31,ios,male,GBR,28
47858,44,ios,female,BRA,64
47859,19,ios,male,GBR,65
47860,19,ios,male,BRA,25
47861,31,ios,male,USA,32
47862,24,android,male,GBR,35
47863,34,ios,female,DEU,61
47864,19,ios,female,DEU,43
47865,33,ios,female,USA,49
47866,9,android,male,IND,21
47867,47,ios,male,RUS,57
47868,9,ios,female,USA,20
47869,28,android,female,JPN,51
47870,18,android,male,DEU,32
47871,39,ios,female,USA,62
47872,50,ios,male,IND,39
47873,30,android,female,TUR,50
47874,6,android,female,FRA,50
47875,33,ios,male,FRA,65
47876,31,android,male,FRA,43
47877,17,ios,female,DEU,50
47878,13,ios,male,GBR,58
47879,3,android,male,GBR,36
47880,51,ios,female,USA,48
47881,37,android,female,FRA,51
47882,49,ios,male,FRA,42
47883,39,ios,male,JPN,29
47884,51,ios,male,BRA,55
47885,2,android,female,TUR,30
47886,39,android,male,FRA,50
47887,47,ios,male,JPN,38
47888,51,android,male,DEU,47
47889,6,android,female,GBR,45
47890,35,android,female,DEU,24
47891,21,android,male,BRA,18
47892,5,android,male,ESP,64
47893,49,android,male,FRA,52
47894,36,android,male,BRA,42
47895,5,ios,female,ESP,31
47896,14,ios,female,ESP,42
47897,38,ios,female,DEU,60
47898,32,android,female,FRA,38
47899,19,ios,male,FRA,26
47900,38,android,male,ESP,54
47901,13,android,male,JPN,24
47902,21,android,female,JPN,55
47903,43,ios,male,BRA,51
47904,44,ios,male,GBR,34
47905,28,android,male,FRA,22
47906,7,android,male,BRA,45
47907,16,ios,female,FRA,20
47908,1,android,female,JPN,25
47909,22,android,male,RUS,57
47910,26,ios,male,IND,50
47911,38,ios,female,USA,31
47912,26,ios,female,GBR,28
47913,51,ios,male,USA,45
47914,4,android,female,ESP,35
47915,45,ios,male,USA,31
47916,18,ios,male,IND,47
47917,27,ios,male,FRA,23
47918,15,ios,female,TUR,64
47919,33,ios,male,FRA,42
47920,51,ios,male,RUS,47
47921,18,android,male,GBR,60
47922,1,ios,female,TUR,29
47923,22,android,female,IND,60
47924,16,android,female,USA,25
47925,44,android,female,IND,20
47926,33,ios,male,TUR,53
47927,15,android,female,BRA,54
47928,25,android,female,RUS,49
47929,45,ios,female,RUS,44
47930,46,ios,male,IND,50
47931,14,ios,female,IND,47
47932,46,ios,male,FRA,39
47933,17,ios,female,RUS,39
47934,50,android,male,GBR,50
47935,40,ios,female,BRA,37
47936,15,android,female,RUS,52
47937,12,android,male,RUS,48
47938,39,android,male,RUS,31
47939,16,ios,male,GBR,38
47940,23,ios,female,FRA,64
47941,20,ios,male,IND,24
47942,41,ios,male,ESP,35
47943,28,android,male,DEU,32
47944,10,ios,female,DEU,57
47945,7,ios,male,DEU,34
47946,48,ios,female,ESP,25
47947,45,ios,female,DEU,59
47948,8,ios,female,FRA,56
47949,31,android,female,BRA,22
47950,39,android,male,DEU,22
47951,25,ios,female,DEU,63
47952,1,android,female,BRA,60
47953,2,android,female,IND,18
47954,20,android,female,DEU,57
47955,33,android,male,FRA,25
47956,25,android,male,TUR,44
47957,15,android,female,GBR,64
47958,10,android,male,TUR,45
47959,51,ios,female,TUR,23
47960,39,ios,female,BRA,29
47961,1,ios,female,DEU,63
47962,41,android,male,GBR,51
47963,49,android,male,BRA,54
47964,11,android,male,DEU,50
47965,43,ios,female,FRA,23
47966,36,android,male,DEU,19
47967,49,ios,male,TUR,29
47968,44,ios,female,GBR,44
47969,10,ios,female,GBR,62
47970,31,android,male,BRA,18
47971,25,ios,male,BRA,40
47972,43,android,male,BRA,37
47973,28,ios,male,JPN,40
47974,51,android,female,DEU,31
47975,45,android,male,IND,62
47976,38,ios,female,ESP,29
47977,45,ios,male,FRA,57
47978,5,android,female,ESP,64
47979,24,ios,male,JPN,63
47980,1,android,male,GBR,18
47981,36,ios,female,RUS,38
47982,12,android,male,JPN,56
47983,50,ios,female,TUR,33
47984,8,android,male,DEU,39
47985,28,ios,male,ESP,64
47986,5,ios,female,FRA,48
47987,48,ios,male,TUR,56
47988,30,ios,male,FRA,23
47989,44,android,female,GBR,65
47990,39,android,female,IND,57
47991,28,ios,male,ESP,48
47992,41,android,male,BRA,53
47993,2,android,male,FRA,55
47994,17,android,male,TUR,46
47995,51,android,female,GBR,44
47996,10,android,female,IND,23
47997,22,android,male,USA,35
47998,1,android,female,TUR,57
47999,22,ios,female,IND,53
48000,15,android,female,FRA,48
48001,43,android,female,BRA,45
48002,44,android,male,TUR,65
48003,26,android,male,TUR,23
48004,40,android,female,JPN,36
48005,26,android,male,FRA,53
48006,23,android,female,USA,46
48007,9,android,female,USA,57
48008,34,android,male,FRA,65
48009,49,android,male,USA,41
48010,1,ios,male,GBR,34
48011,33,android,female,RUS,58
48012,3,ios,male,RUS,34
48013,42,android,male,GBR,32
48014,49,android,female,DEU,55
48015,32,android,female,USA,50
48016,25,ios,female,JPN,25
48017,47,android,female,FRA,47
48018,18,ios,female,RUS,64
48019,3,android,male,FRA,36
48020,31,ios,female,USA,59
48021,28,ios,female,FRA,32
48022,49,android,female,IND,20
48023,34,ios,male,GBR,47
48024,19,android,male,ESP,52
48025,13,android,female,DEU,59
48026,26,ios,male,RUS,49
48027,40,android,female,RUS,34
48028,43,ios,female,BRA,52
48029,22,android,male,DEU,65
48030,44,ios,male,JPN,44
48031,31,ios,female,FRA,25
48032,1,ios,female,FRA,38
48033,23,android,male,USA,51
48034,47,ios,female,USA,49
48035,39,ios,female,IND,45
48036,25,android,male,BRA,56
48037,3,android,male,ESP,29
48038,44,android,male,BRA,47
48039,6,android,male,IND,47
48040,20,ios,male,IND,58
48041,30,android,female,BRA,48
48042,16,ios,male,BRA,21
48043,40,android,male,TUR,61
48044,8,ios,male,ESP,34
48045,10,android,female,GBR,24
48046,19,ios,female,IND,56
48047,9,ios,male,ESP,56
48048,51,android,male,FRA,47
48049,18,android,female,JPN,28
48050,29,ios,female,GBR,55
48051,46,android,female,ESP,23
48052,30,ios,male,ESP,50
48053,46,ios,male,TUR,61
48054,16,android,male,DEU,54
48055,2,android,male,BRA,43
48056,9,android,male,DEU,56
48057,23,android,female,JPN,39
48058,22,android,male,GBR,53
48059,22,android,female,GBR,43
48060,15,ios,female,DEU,19
48061,14,android,male,IND,49
48062,7,android,male,DEU,31
48063,9,android,female,JPN,26
48064,20,ios,male,GBR,29
48065,11,android,male,BRA,37
48066,10,ios,female,TUR,61
48067,9,android,female,FRA,35
48068,49,android,female,IND,47
48069,30,ios,female,USA,24
48070,28,ios,male,RUS,21
48071,49,android,female,RUS,26
48072,45,android,male,IND,18
48073,35,ios,female,GBR,53
48074,20,ios,female,ESP,40
48075,9,ios,male,USA,41
48076,50,android,female,ESP,23
48077,50,android,male,TUR,60
48078,5,ios,male,BRA,47
48079,9,android,male,GBR,27
48080,48,ios,female,BRA,40
48081,47,ios,female,JPN,42
48082,51,ios,male,IND,54
48083,13,android,female,RUS,33
48084,18,android,male,FRA,41
48085,32,ios,male,ESP,61
48086,21,android,female,BRA,32
48087,51,ios,male,FRA,33
48088,1,android,male,TUR,21
48089,43,ios,female,GBR,40
48090,43,ios,male,BRA,34
48091,8,ios,female,DEU,33
48092,34,android,male,JPN,26
48093,35,android,male,DEU,56
48094,2,android,female,GBR,26
48095,29,android,male,BRA,33
48096,35,ios,female,FRA,18
48097,40,android,male,TUR,57
48098,20,android,male,DEU,57
48099,18,ios,female,ESP,35
48100,16,android,male,IND,35
48101,30,ios,male,DEU,39
48102,35,ios,male,ESP,56
48103,51,android,female,JPN,61
48104,46,ios,male,BRA,33
48105,2,ios,male,BRA,59
48106,23,android,male,FRA,27
48107,12,ios,male,IND,22
48108,47,ios,male,ESP,60
48109,14,android,male,USA,63
48110,23,ios,female,DEU,38
48111,44,ios,female,TUR,47
48112,11,android,female,BRA,25
48113,18,android,female,FRA,22
48114,50,ios,male,DEU,32
48115,10,ios,female,USA,40
48116,51,android,female,USA,34
48117,44,ios,female,RUS,46
48118,8,ios,male,RUS,21
48119,12,ios,female,JPN,47
48120,47,android,female,ESP,18
48121,1,android,female,BRA,57
48122,47,android,male,IND,55
48123,23,ios,female,RUS,46
48124,15,android,female,IND,63
48125,28,android,female,FRA,22
48126,39,android,female,ESP,60
48127,38,ios,female,GBR,53
48128,45,ios,male,FRA,50
48129,37,android,male,FRA,49
48130,13,ios,female,FRA,23
48131,25,android,female,ESP,34
48132,4,android,male,DEU,51
48133,41,ios,female,FRA,37
48134,9,ios,male,FRA,22
48135,47,android,female,BRA,21
48136,36,ios,male,ESP,58
48137,21,android,male,GBR,54
48138,17,ios,female,FRA,29
48139,18,ios,male,RUS,28
48140,15,android,male,GBR,35
48141,30,android,male,USA,42
48142,25,ios,female,DEU,36
48143,37,android,female,TUR,34
48144,15,ios,male,IND,46
48145,7,android,male,TUR,20
48146,13,android,female,ESP,19
48147,46,android,male,RUS,50
48148,9,android,female,ESP,33
48149,39,android,female,JPN,30
48150,9,ios,female,FRA,50
48151,4,ios,female,RUS,45
48152,5,ios,male,RUS,65
48153,17,ios,male,RUS,42
48154,43,android,male,BRA,37
48155,13,android,male,BRA,36
48156,45,ios,female,BRA,26
48157,21,android,female,IND,31
48158,27,ios,male,FRA,45
48159,42,ios,male,DEU,30
48160,36,ios,male,IND,19
48161,27,android,male,JPN,55
48162,6,ios,female,TUR,30
48163,38,ios,male,GBR,25
48164,44,ios,female,TUR,54
48165,22,ios,male,IND,64
48166,3,ios,female,DEU,49
48167,49,ios,female,TUR,49
48168,21,android,male,DEU,58
48169,29,ios,male,FRA,59
48170,47,android,female,BRA,58
48171,29,ios,male,GBR,20
48172,4,ios,male,JPN,31
48173,20,ios,male,TUR,44
48174,16,ios,male,ESP,46
48175,5,ios,male,DEU,49
48176,41,ios,male,RUS,35
48177,17,android,female,ESP,50
48178,14,android,male,JPN,22
48179,7,android,male,USA,34
48180,14,ios,female,DEU,20
48181,13,android,female,IND,48
48182,19,android,male,DEU,37
48183,8,ios,male,ESP,55
48184,6,android,female,GBR,23
48185,24,android,male,IND,31
48186,31,android,female,DEU,55
48187,31,ios,male,RUS,33
48188,35,ios,male,BRA,31
48189,31,ios,female,GBR,21
48190,10,android,female,FRA,33
48191,7,ios,male,GBR,59
48192,40,android,male,DEU,22
48193,1,android,female,USA,35
48194,38,ios,female,DEU,50
48195,42,ios,male,ESP,64
48196,37,android,female,GBR,36
48197,27,ios,female,GBR,19
48198,8,ios,male,FRA,25
48199,47,ios,female,DEU,43
48200,31,ios,male,BRA,26
48201,21,ios,female,IND,42
48202,6,ios,female,BRA,40
48203,7,android,male,DEU,19
48204,31,ios,female,GBR,42
48205,42,android,male,RUS,32
48206,24,ios,male,ESP,50
48207,19,android,male,IND,45
48208,29,android,female,GBR,55
48209,41,android,male,GBR,40
48210,42,ios,female,USA,53
48211,2,ios,male,FRA,58
48212,22,ios,male,GBR,32
48213,15,android,male,IND,39
48214,42,android,female,FRA,22
48215,1,android,male,GBR,49
48216,9,android,male,GBR,38
48217,24,android,female,TUR,51
48218,1,android,female,GBR,36
48219,50,android,male,TUR,26
48220,23,android,female,JPN,60
48221,9,android,female,JPN,29
48222,40,android,male,JPN,58
48223,36,ios,female,DEU,27
48224,30,android,female,BRA,38
48225,28,ios,male,BRA,47
48226,48,android,female,GBR,38
48227,42,android,male,JPN,31
48228,35,ios,male,ESP,33
48229,14,android,female,JPN,50
48230,4,ios,female,TUR,60
48231,34,android,male,GBR,57
48232,4,android,male,JPN,28
48233,31,android,male,ESP,49
48234,10,ios,male,USA,35
48235,14,android,female,RUS,37
48236,7,ios,male,FRA,22
48237,8,android,female,FRA,52
48238,50,android,male,FRA,19
48239,1,ios,male,GBR,37
48240,48,ios,female,GBR,30
48241,45,android,male,TUR,44
48242,36,ios,male,DEU,26
48243,28,android,male,IND,20
48244,16,android,male,BRA,59
48245,5,ios,male,JPN,23
48246,1,android,male,FRA,37
48247,24,ios,male,TUR,45
48248,33,ios,male,IND,27
48249,32,ios,male,JPN,35
48250,39,android,male,JPN,46
48251,30,ios,male,JPN,57
48252,13,ios,male,JPN,50
48253,34,android,female,DEU,34
48254,38,ios,female,BRA,58
48255,9,ios,male,BRA,30
48256,8,android,female,FRA,38
48257,38,ios,male,FRA,35
48258,22,ios,male,BRA,52
48259,1,android,male,RUS,39
48260,2,ios,male,ESP,35
48261,2,android,female,DEU,32
48262,32,android,female,BRA,30
48263,32,ios,male,BRA,47
48264,14,android,male,RUS,46
48265,40,ios,female,BRA,41
48266,48,ios,female,USA,27
48267,35,android,female,GBR,34
48268,31,android,male,FRA,51
48269,47,android,female,ESP,48
48270,43,android,female,DEU,29
48271,46,ios,female,GBR,39
48272,40,android,male,TUR,64
48273,15,android,female,RUS,34
48274,24,android,male,IND,23
48275,33,android,male,USA,50
48276,49,android,male,BRA,35
48277,26,ios,female,BRA,61
48278,6,android,female,DEU,42
48279,18,android,male,ESP,42
48280,46,android,male,USA,59
48281,12,android,female,FRA,36
48282,33,android,male,IND,58
48283,4,ios,male,ESP,61
48284,42,android,male,IND,38
48285,29,ios,female,ESP,49
48286,17,android,male,JPN,40
48287,50,android,female,JPN,34
48288,8,android,male,IND,39
48289,33,android,male,IND,58
48290,45,ios,female,BRA,64
48291,22,android,female,GBR,57
48292,34,ios,female,DEU,58
48293,50,android,female,IND,39
48294,29,ios,female,JPN,35
48295,2,ios,female,DEU,30
48296,8,android,male,DEU,42
48297,5,android,male,BRA,39
48298,41,android,male,JPN,39
48299,39,ios,male,FRA,38
48300,11,ios,female,USA,37
48301,50,ios,male,IND,50
48302,51,ios,female,ESP,56
48303,21,ios,female,IND,44
48304,50,ios,female,ESP,43
48305,13,android,male,USA,65
48306,11,ios,female,FRA,62
48307,8,ios,female,DEU,20
48308,27,android,female,RUS,48
48309,12,android,male,TUR,55
48310,14,ios,male,FRA,28
48311,37,ios,female,FRA,56
48312,9,android,female,FRA,18
48313,30,android,male,GBR,46
48314,5,ios,female,IND,23
48315,37,android,male,USA,31
48316,48,ios,female,RUS,18
48317,13,android,male,DEU,23
48318,10,android,female,DEU,53
48319,50,android,female,JPN,52
48320,12,ios,female,ESP,56
48321,19,android,male,ESP,22
48322,13,ios,female,JPN,54
48323,23,ios,male,ESP,54
48324,18,android,male,USA,64
48325,18,android,male,BRA,24
48326,43,android,male,JPN,50
48327,41,android,male,DEU,65
48328,1,android,female,DEU,50
48329,5,ios,male,IND,42
48330,45,ios,male,RUS,23
48331,14,ios,female,ESP,28
48332,43,ios,female,JPN,45
48333,23,ios,female,BRA,38
48334,48,ios,male,USA,59
48335,21,ios,female,FRA,58
48336,24,ios,female,GBR,27
48337,39,android,male,DEU,37
48338,19,ios,male,JPN,54
48339,48,android,male,FRA,58
48340,12,ios,female,BRA,58
48341,9,ios,female,TUR,65
48342,29,android,male,IND,22
48343,25,ios,female,USA,37
48344,50,ios,female,DEU,32
48345,21,ios,male,USA,45
48346,6,android,female,JPN,31
48347,45,ios,female,TUR,31
48348,15,ios,female,GBR,54
48349,22,android,female,TUR,55
48350,30,android,male,JPN,29
48351,16,ios,female,RUS,49
48352,46,android,female,DEU,24
48353,17,ios,female,JPN,62
48354,49,ios,female,TUR,23
48355,31,ios,female,BRA,58
48356,16,ios,female,JPN,47
48357,7,android,male,ESP,26
48358,17,ios,male,DEU,57
48359,12,ios,female,FRA,50
48360,50,android,male,BRA,50
48361,49,android,female,IND,24
48362,5,ios,male,FRA,65
48363,39,ios,male,IND,41
48364,49,android,female,GBR,58
48365,28,ios,male,IND,52
48366,14,android,female,DEU,58
48367,3,ios,female,IND,59
48368,19,android,male,DEU,29
48369,31,ios,female,BRA,24
48370,35,ios,male,TUR,26
48371,30,ios,male,BRA,61
48372,19,android,female,RUS,21
48373,10,ios,male,JPN,51
48374,6,ios,female,DEU,59
48375,22,android,male,FRA,51
48376,31,android,female,FRA,62
48377,48,android,male,BRA,63
48378,1,ios,female,FRA,27
48379,10,android,male,DEU,47
48380,46,android,male,USA,26
48381,41,ios,female,TUR,50
48382,39,ios,male,JPN,25
48383,25,ios,male,BRA,32
48384,48,android,female,GBR,27
48385,23,android,female,GBR,40
48386,2,android,male,BRA,65
48387,47,android,male,DEU,38
48388,2,ios,female,TUR,31
48389,50,ios,male,IND,49
48390,12,android,male,USA,41
48391,38,ios,female,BRA,58
48392,44,ios,female,ESP,39
48393,8,android,male,RUS,36
48394,23,android,male,DEU,41
48395,17,android,male,ESP,52
48396,14,ios,male,GBR,36
48397,14,ios,female,ESP,60
48398,22,android,male,IND,60
48399,25,android,female,DEU,53
48400,23,android,male,JPN,40
48401,48,ios,female,FRA,20
48402,26,android,male,USA,61
48403,51,ios,male,BRA,23
48404,1,ios,male,JPN,23
48405,38,android,male,JPN,25
48406,22,ios,male,IND,26
48407,2,android,male,TUR,20
48408,10,ios,female,JPN,36
48409,25,android,male,IND,30
48410,51,ios,female,GBR,26
48411,24,ios,male,ESP,43
48412,21,android,male,ESP,21
48413,16,android,male,GBR,60
48414,29,ios,female,IND,43
48415,43,android,male,RUS,36
48416,7,android,female,ESP,59
48417,18,android,female,RUS,48
48418,31,ios,male,GBR,27
48419,4,android,female,JPN,48
48420,28,android,male,BRA,44
48421,35,ios,male,USA,18
48422,8,android,female,FRA,49
48423,18,android,male,JPN,28
48424,12,ios,male,USA,58
48425,21,ios,male,USA,57
48426,24,android,male,FRA,37
48427,9,android,male,TUR,20
48428,12,android,male,FRA,20
48429,2,ios,female,TUR,28
48430,26,ios,male,JPN,53
48431,36,ios,female,FRA,30
48432,18,ios,male,USA,18
48433,2,android,female,TUR,18
48434,29,ios,female,IND,20
48435,25,android,female,ESP,49
48436,38,android,female,BRA,57
48437,16,ios,female,BRA,35
48438,6,ios,female,USA,20
48439,20,android,female,TUR,46
48440,45,ios,male,ESP,30
48441,34,ios,male,IND,43
48442,42,android,male,USA,60
48443,34,android,male,RUS,62
48444,40,ios,female,TUR,43
48445,46,ios,male,IND,65
48446,35,android,female,USA,22
48447,5,ios,female,GBR,65
48448,37,ios,male,USA,29
48449,47,android,female,BRA,51
48450,38,android,male,JPN,61
48451,38,android,female,TUR,37
48452,48,android,female,TUR,63
